date,min_temperature
2019-07-27,16.53333333333333
2019-07-28,13.366666666666664
2019-07-29,8.866666666666667
2019-07-30,8.200000000000001
2019-07-31,9.9
2019-08-01,9.333333333333334
2019-08-02,8.033333333333333
2019-08-03,6.466666666666666
2019-08-04,5.233333333333333
2019-08-05,5.2
2019-08-06,10.699999999999998
2019-08-07,12.533333333333331
2019-08-08,12.733333333333334
2019-08-09,10.466666666666669
2019-08-10,9.366666666666667
2019-08-11,12.0
2019-08-12,11.199999999999998
2019-08-13,9.966666666666669
2019-08-14,9.733333333333334
2019-08-15,7.900000000000001
2019-08-16,6.599999999999999
2019-08-17,8.566666666666668
2019-08-18,7.533333333333334
2019-08-19,11.1
2019-08-20,9.7
2019-08-21,10.7
2019-08-22,9.4
2019-08-23,8.766666666666667
2019-08-24,7.733333333333334
2019-08-25,6.133333333333333
2019-08-26,9.5
2019-08-27,11.033333333333331
2019-08-28,9.633333333333333
2019-08-29,10.9
2019-08-30,14.666666666666666
2019-08-31,10.766666666666666
2019-09-01,8.633333333333333
2019-09-02,10.333333333333334
2019-09-03,9.466666666666669
2019-09-04,7.166666666666667
2019-09-05,8.0
2019-09-06,7.2
2019-09-07,6.433333333333334
2019-09-08,6.599999999999999
2019-09-09,13.866666666666667
2019-09-10,12.766666666666666
2019-09-11,11.166666666666666
2019-09-12,9.466666666666669
2019-09-13,7.7
2019-09-14,3.6
2019-09-15,3.0
2019-09-16,7.333333333333333
2019-09-17,-0.0333333333333333
2019-09-18,-0.5666666666666667
2019-09-19,2.3333333333333335
2019-09-20,1.7
2019-09-21,3.1999999999999997
2019-09-22,-0.9666666666666668
2019-09-23,-2.3
2019-09-24,2.3000000000000003
2019-09-25,1.4333333333333331
2019-09-26,-1.7333333333333334
2019-09-27,-1.8
2019-09-28,0.0
2019-09-29,7.166666666666667
2019-09-30,9.6
2019-10-01,4.8
2019-10-02,4.666666666666667
2019-10-03,4.833333333333333
2019-10-04,-0.7333333333333334
2019-10-05,-3.133333333333333
2019-10-06,-3.133333333333333
2019-10-07,-1.2666666666666668
2019-10-08,-0.3
2019-10-09,2.6999999999999997
2019-10-10,4.633333333333333
2019-10-11,6.433333333333334
2019-10-12,7.233333333333333
2019-10-13,2.6666666666666665
2019-10-14,2.066666666666667
2019-10-15,2.1666666666666665
2019-10-16,4.0
2019-10-17,4.033333333333333
2019-10-18,10.5
2019-10-19,5.966666666666666
2019-10-20,5.3999999999999995
2019-10-21,6.366666666666667
2019-10-22,3.266666666666667
2019-10-23,9.1
2019-10-24,4.933333333333334
2019-10-25,3.9333333333333336
2019-10-26,8.833333333333334
2019-10-27,7.3
2019-11-01,-2.166666666666667
2019-11-02,-1.1333333333333333
2019-11-03,3.0
2019-11-04,1.8999999999999997
2019-11-05,0.1666666666666666
2019-11-06,-0.9
2019-11-07,-0.9
2019-11-08,0.0
2019-11-09,2.8000000000000003
2019-11-10,5.2
2019-11-11,2.7000000000000006
2019-11-12,2.566666666666667
2019-11-13,4.733333333333333
2019-11-14,6.1000000000000005
2019-11-15,1.7666666666666666
2019-11-16,3.5
2019-11-17,4.3
2019-11-18,4.066666666666666
2019-11-19,3.6
2019-11-20,2.433333333333333
2019-11-21,0.8000000000000002
2019-11-22,-3.1
2019-11-23,-6.533333333333334
2019-11-24,-6.966666666666666
2019-11-25,-9.4
2019-11-26,-3.2000000000000006
2019-11-27,-2.0
2019-11-28,0.2
2019-11-29,1.6000000000000003
2019-11-30,-6.566666666666666
2019-12-01,-5.7
2019-12-02,-6.866666666666667
2019-12-03,-8.1
2019-12-04,-2.1
2019-12-05,4.533333333333333
2019-12-06,1.5
2019-12-07,0.2333333333333333
2019-12-08,1.6333333333333335
2019-12-09,4.066666666666666
2019-12-10,-2.766666666666666
2019-12-11,-6.033333333333334
2019-12-12,-5.133333333333334
2019-12-13,-2.1
2019-12-14,0.3999999999999999
2019-12-15,0.2333333333333333
2019-12-16,0.7333333333333334
2019-12-17,1.5333333333333332
2019-12-18,3.1666666666666665
2019-12-19,-1.6666666666666667
2019-12-20,-0.6333333333333333
2019-12-21,1.5
2019-12-22,2.9
2019-12-23,4.0
2019-12-24,3.533333333333333
2019-12-25,1.3666666666666665
2019-12-26,0.3
2019-12-27,-1.0
2019-12-28,-2.1
2019-12-29,-4.133333333333334
2019-12-30,1.2333333333333334
2019-12-31,-2.8333333333333335
2020-01-01,-3.1333333333333333
2020-01-02,4.133333333333333
2020-01-03,0.4666666666666666
2020-01-04,0.3
2020-01-05,-3.266666666666667
2020-01-06,-2.066666666666667
2020-01-07,0.7666666666666666
2020-01-08,1.6333333333333335
2020-01-09,2.1
2020-01-10,0.1333333333333333
2020-01-11,-3.533333333333333
2020-01-12,1.1666666666666667
2020-01-13,-1.0666666666666669
2020-01-14,-0.6
2020-01-15,3.1666666666666665
2020-01-16,5.199999999999999
2020-01-17,-1.7
2020-01-18,-2.566666666666667
2020-01-19,2.766666666666667
2020-01-20,1.5
2020-01-21,1.3333333333333333
2020-01-22,-1.4
2020-01-23,-2.9333333333333336
2020-01-24,0.9
2020-01-25,-2.6333333333333333
2020-01-26,-2.733333333333333
2020-01-27,3.1333333333333333
2020-01-28,0.1999999999999999
2020-01-29,0.1333333333333333
2020-01-30,-0.3333333333333333
2020-01-31,-0.0666666666666666
2020-02-01,0.5333333333333333
2020-02-02,1.7666666666666666
2020-02-03,-2.2
2020-02-04,-6.666666666666667
2020-02-05,-9.2
2020-02-06,-5.233333333333333
2020-02-07,-6.366666666666667
2020-02-08,-2.2
2020-02-09,0.6
2020-02-10,1.0666666666666669
2020-02-11,-0.4333333333333333
2020-02-12,-0.6666666666666666
2020-02-13,-0.5333333333333333
2020-02-14,-3.7999999999999994
2020-02-15,-4.1000000000000005
2020-02-16,1.5
2020-02-17,4.133333333333333
2020-02-18,3.0333333333333337
2020-02-19,2.8333333333333335
2020-02-20,-1.4
2020-02-21,-1.7
2020-02-22,1.6333333333333335
2020-02-23,0.2666666666666666
2020-02-24,-1.9333333333333331
2020-02-25,-4.733333333333333
2020-02-26,-0.6333333333333333
2020-02-27,-2.766666666666667
2020-02-28,-8.266666666666666
2020-02-29,-10.966666666666669
2020-03-01,-2.6333333333333333
2020-03-02,-1.2333333333333334
2020-03-03,0.4000000000000001
